25.50,882,
25.50,1590,
25.50,2286,
25.50,2982,
25.44,3678,
25.50,4374,
25.44,5070,
25.44,5767,
25.44,6462,
25.44,7158,
25.44,7855,
25.44,8551,
25.44,9246,
25.44,9959,
25.44,10655,
25.44,11352,
25.44,12047,
25.44,12743,
25.44,13440,
25.44,14136,
25.44,14832,
25.50,15527,
25.50,16224,
25.50,16920,
25.50,17616,
25.50,18313,
25.50,19008,
25.50,19704,
25.50,20401,
25.50,21097,
25.50,21793,
25.50,22489,
25.50,23185,
25.56,23881,
25.50,24578,
25.56,25274,
25.56,25969,
25.56,26665,
25.56,27365,
25.63,28061,
25.63,28758,
25.63,29453,
25.63,30149,
25.63,30845,
25.63,31542,
25.63,32238,
25.63,32934,
25.63,33630,
25.63,34326,
25.63,35022,
25.63,35719,
25.63,36415,
25.63,37111,
25.63,37807,
25.63,38503,
25.63,39199,
25.63,39896,
25.63,40592,
25.63,41288,
25.63,41984,
25.63,42680,
25.63,43376,
25.63,44072,
25.63,44769,
25.63,45464,
25.63,46160,
25.63,46857,
25.63,47553,
25.63,48249,
25.63,48945,
25.63,49641,
25.63,50337,
25.63,51034,
25.63,51730,
25.63,52426,
25.63,53134,
25.63,53836,
25.56,54533,
25.63,55229,
25.63,55925,
25.63,56622,
25.63,57318,
25.63,58013,
25.63,58710,
25.56,59406,
25.63,60102,
25.63,60798,
25.63,61495,
25.63,62191,
25.63,62886,
25.63,63583,
25.63,64279,
25.63,64975,
25.63,65672,
25.56,66368,
25.56,67063,
25.56,67760,
25.56,68456,
25.56,69152,
25.63,69849,
25.63,70545,
25.63,71240,
25.63,71937,
25.56,72633,
25.56,73329,
25.56,74025,
25.63,74722,
25.56,75417,
25.56,76113,
25.56,76810,
25.56,77506,
25.56,78205,
25.56,78901,
25.56,79597,
25.56,80293,
25.56,80990,
25.56,81686,
25.56,82381,
25.56,83078,
25.56,83774,
25.56,84470,
25.63,85167,
25.56,85863,
25.56,86558,
25.56,87255,
25.56,87951,
25.56,88647,
25.56,89342,
25.56,90039,
25.56,90735,
25.56,91431,
25.56,92128,
25.56,92824,
25.56,93519,
25.56,94216,
25.56,94912,
25.56,95608,
25.56,96305,
25.56,97009,
25.56,97713,
25.56,98409,
25.56,99104,
25.56,99801,
25.56,100497,
25.56,101193,
25.56,101890,
25.56,102586,
25.56,103281,
25.56,103981,
25.50,104677,
25.50,105373,
25.50,106070,
25.50,106766,
25.50,107461,
25.50,108157,
25.50,108854,
25.50,109550,
25.50,110246,
25.50,110943,
25.50,111639,
25.50,112334,
25.50,113031,
25.50,113727,
25.50,114423,
25.50,115120,
25.50,115816,
25.50,116512,
25.50,117208,
25.50,117904,
25.50,118600,
25.50,119297,
25.50,119993,
25.50,120689,
25.50,121385,
25.50,122082,
25.50,122777,
25.50,123473,
25.50,124170,
25.50,124866,
25.50,125562,
25.50,126259,
25.50,126955,
25.50,127653,
25.50,128350,
25.50,129046,
25.50,129742,
25.50,130439,
25.50,131135,
25.50,131831,
25.50,132527,
25.50,133223,
25.50,133919,
25.50,134616,
25.50,135312,
25.50,136008,
25.50,136705,
25.50,137400,
25.50,138096,
25.50,138792,
25.50,139489,
25.50,140185,
25.50,140896,
25.50,141593,
25.44,142289,
25.50,142985,
25.44,143681,
25.44,144377,
25.50,145074,
25.50,145770,
25.44,146466,
25.50,147163,
25.44,147858,
25.44,148554,
25.44,149251,
25.44,149947,
25.44,150643,
25.44,151343,
25.44,152038,
25.44,152734,
25.44,153431,
25.44,154127,
25.44,154823,
25.44,155520,
25.44,156215,
25.44,156911,
25.44,157607,
25.44,158304,
25.44,159000,
25.38,159696,
25.44,160392,
25.38,161088,
25.38,161784,
25.44,162481,
25.38,163177,
25.44,163873,
25.44,164569,
25.38,165265,
25.44,165961,
25.38,166658,
25.44,167354,
25.44,168049,
25.44,168745,
25.44,169442,
25.44,170138,
25.44,170834,
25.44,171531,
25.44,172227,
25.44,172922,
25.44,173619,
25.44,174315,
25.44,175014,
25.44,175711,
25.44,176406,
25.44,177102,
25.44,177799,
25.44,178495,
25.44,179191,
25.44,179888,
25.44,180584,
25.44,181279,
25.44,181976,
25.44,182672,
25.44,183368,
25.44,184073,
25.44,184777,
25.44,185474,
25.44,186170,
25.44,186866,
25.44,187561,
25.44,188258,
25.44,188954,
25.44,189650,
25.44,190347,
25.44,191042,
25.44,191738,
25.44,192435,
25.44,193131,
25.44,193827,
25.44,194524,
25.44,195220,
25.44,195915,
25.38,196612,
25.44,197308,
25.44,198004,
25.44,198712,
25.44,199409,
25.44,200108,
25.38,200806,
25.44,201504,
25.38,202202,
25.44,202900,
25.44,203598,
25.44,204297,
25.38,204994,
25.38,205692,
25.38,206391,
25.44,207089,
25.38,207787,
25.38,208485,
25.38,209183,
25.38,209882,
25.38,210579,
25.38,211277,
25.38,211976,
25.38,212674,
25.38,213371,
25.38,214070,
25.38,214768,
25.38,215467,
25.44,216164,
25.38,216862,
25.38,217561,
25.38,218259,
25.38,218956,
25.38,219655,
25.44,220353,
